id,Row,Column,Individual,Percent_Digested,Date,Plate,Absorbance1,Absorbance2,Abs2_1
2315,A,10,P721Q,64.48598131,42068,52,0.076,0.214,0.138
2316,B,10,899,47.0790378,42068,52,0.154,0.291,0.137
2317,C,10,900,4.692082111,42068,52,0.65,0.682,0.032
2318,D,10,901,8.482871126,42068,52,0.561,0.613,0.052
2319,E,10,902,8.764940239,42068,52,0.229,0.251,0.022
2320,G,10,904,3.602620087,42068,52,0.883,0.916,0.033
2321,H,10,905,10.73825503,42068,52,0.399,0.447,0.048
2322,B,12,899,49.86449864,42068,52,0.185,0.369,0.184
2323,C,12,900,14.91108071,42068,52,0.622,0.731,0.109
2324,E,12,902,15.05791506,42068,52,0.22,0.259,0.039
2325,F,12,903,7.886904762,42068,52,0.619,0.672,0.053
2326,H,12,905,38.38630807,42068,52,0.252,0.409,0.157
2327,A,2,906,20.46303211,42062,53,0.533,0.67,0.137
2328,B,2,907,31.62333099,42062,53,0.487,0.712,0.225
2329,C,2,908,10.13623978,42062,53,0.825,0.918,0.093
2330,D,2,909,8.211777418,42062,53,0.85,0.926,0.076
2331,E,2,910,18.77486078,42062,53,0.511,0.629,0.118
2332,F,2,911,9.373097991,42062,53,0.745,0.822,0.077
2333,G,2,912,40.47058824,42062,53,0.38,0.638,0.258
2334,H,2,913,5.8403634,42062,53,0.726,0.771,0.045
2335,A,4,906,14.12973667,42062,53,0.669,0.779,0.11
2336,B,4,907,30.60016906,42062,53,0.411,0.592,0.181
2337,C,4,908,6.882383154,42062,53,0.907,0.974,0.067
2338,D,4,909,7.139107612,42062,53,0.885,0.953,0.068
2339,E,4,910,20.18819504,42062,53,0.467,0.585,0.118
2340,F,4,911,2.415766052,42062,53,0.768,0.787,0.019
2341,G,4,912,31.13300493,42062,53,0.35,0.508,0.158
2342,H,4,913,29.53710507,42062,53,0.48,0.681,0.201
2343,A,6,906,3.558191253,42062,53,0.651,0.675,0.024
2344,B,6,907,27.09475333,42062,53,0.466,0.639,0.173
2345,C,6,908,1.651073198,42062,53,0.894,0.909,0.015
2346,D,6,909,4.562737643,42062,53,0.879,0.921,0.042
2347,E,6,910,15.64339781,42062,53,0.502,0.595,0.093
2348,F,6,911,6.60968661,42062,53,0.82,0.878,0.058
2349,G,6,912,34.31279621,42062,53,0.347,0.528,0.181
2350,H,6,913,18.20873427,42062,53,0.553,0.676,0.123
2351,A,8,Tx623,9.383145091,42062,53,0.522,0.576,0.054
2352,B,8,914,24.01239349,42062,53,0.491,0.646,0.155
2353,D,8,916,3.986048829,42062,53,0.964,1.004,0.04
2354,E,8,917,4.713804714,42062,53,0.991,1.04,0.049
2355,F,8,918,5.517241379,42062,53,0.617,0.653,0.036
2356,G,8,919,9.438648783,42062,53,0.912,1.007,0.095
2357,H,8,920,37.26150393,42062,53,0.28,0.446,0.166
2358,A,10,P721Q,41.64102564,42062,53,0.285,0.488,0.203
2359,B,10,914,27.23404255,42062,53,0.428,0.588,0.16
2360,C,10,915,7.320261438,42062,53,1.064,1.148,0.084
2361,D,10,916,5.945192754,42062,53,1.013,1.077,0.064
2362,E,10,917,3.679761313,42062,53,0.969,1.006,0.037
2363,F,10,918,16.15828524,42062,53,0.509,0.607,0.098
2364,G,10,919,19.4161575,42062,53,0.594,0.737,0.143
2365,H,10,920,37.13278496,42062,53,0.268,0.426,0.158
2366,B,12,914,29.75893599,42062,53,0.423,0.602,0.179
2367,C,12,915,6.935866983,42062,53,0.98,1.053,0.073
2368,D,12,916,7.373691397,42062,53,1.018,1.099,0.081
2369,E,12,917,7.602064758,42062,53,0.985,1.066,0.081
2370,F,12,918,11.8582791,42062,53,0.61,0.692,0.082
2371,G,12,919,5.537609599,42062,53,1.024,1.084,0.06
2372,H,12,920,36.3190184,42062,53,0.26,0.408,0.148
2373,A,2,921,8.497409326,42062,54,0.884,0.966,0.082
2374,B,2,922,29.5281583,42062,54,0.464,0.658,0.194
2375,C,2,923,3.909465021,42062,54,0.935,0.973,0.038
2376,D,2,924,13.2243685,42062,54,0.585,0.674,0.089
2377,E,2,925,5.711519845,42062,54,0.975,1.034,0.059
2378,F,2,926,6.364749082,42062,54,0.766,0.818,0.052
2379,G,2,927,8.844507846,42062,54,0.64,0.702,0.062
2380,H,2,928,38.69653768,42062,54,0.302,0.492,0.19
2381,A,4,921,8.278867102,42062,54,0.843,0.919,0.076
2382,B,4,922,29.96158771,42062,54,0.548,0.782,0.234
2383,C,4,923,11.1627907,42062,54,0.765,0.861,0.096
2384,D,4,924,22.85714286,42062,54,0.433,0.561,0.128
2385,E,4,925,17.82077393,42062,54,0.808,0.983,0.175
2386,F,4,926,11.34020619,42062,54,0.775,0.874,0.099
2387,H,4,928,38.52596315,42062,54,0.368,0.598,0.23
2388,A,6,921,9.642147117,42062,54,0.91,1.007,0.097
2389,B,6,922,32.22811671,42062,54,0.512,0.755,0.243
2390,C,6,923,13.22869955,42062,54,0.775,0.893,0.118
2391,D,6,924,30.42735043,42062,54,0.408,0.586,0.178
2392,E,6,925,49.42166141,42062,54,0.482,0.952,0.47
2393,A,8,Tx623,17.24137931,42062,54,0.433,0.523,0.09
2394,B,8,929,6.503198294,42062,54,0.878,0.939,0.061
2395,C,8,930,5.045408678,42062,54,0.942,0.992,0.05
2396,D,8,931,24.27184466,42062,54,0.079,0.104,0.025
2397,E,8,932,8.980044346,42062,54,0.822,0.903,0.081
2398,F,8,933,23.21428571,42062,54,0.517,0.673,0.156
2399,G,8,934,9.836065574,42062,54,0.606,0.672,0.066
2400,H,8,935,21.63061564,42062,54,0.472,0.602,0.13
2401,A,10,P721Q,37.71929825,42062,54,0.356,0.571,0.215
2402,B,10,929,12.82860147,42062,54,0.83,0.952,0.122
2403,C,10,930,9.188224799,42062,54,1.019,1.122,0.103
2404,D,10,931,3.074141049,42062,54,0.537,0.554,0.017
2405,E,10,932,8.562019759,42062,54,0.834,0.912,0.078
2406,F,10,933,7.394366197,42062,54,0.79,0.853,0.063
2407,G,10,934,13.81987578,42062,54,0.556,0.645,0.089
2408,H,10,935,9.078947368,42062,54,0.692,0.761,0.069
2409,C,12,930,12.33830846,42062,54,0.882,1.006,0.124
2410,D,12,931,14.56628478,42062,54,0.523,0.612,0.089
2411,E,12,932,13.25301205,42062,54,0.721,0.831,0.11
2412,F,12,933,11.42857143,42062,54,0.652,0.736,0.084
2413,H,12,935,15.71856287,42062,54,0.564,0.669,0.105
2414,A,2,936,55.20361991,42069,55,0.198,0.442,0.244
2415,B,2,937,4.033970276,42069,55,0.452,0.471,0.019
2416,C,2,938,19.17293233,42069,55,0.43,0.532,0.102
2417,D,2,939,37.78735632,42069,55,0.433,0.696,0.263
2418,E,2,940,6.865671642,42069,55,0.312,0.335,0.023
2419,F,2,941,48.90710383,42069,55,0.187,0.366,0.179
2420,G,2,942,22.54237288,42069,55,0.457,0.59,0.133
2421,H,2,943,53.02325581,42069,55,0.101,0.215,0.114
2422,A,4,936,17.92035398,42069,55,0.371,0.452,0.081
2423,B,4,937,3.389830508,42069,55,0.342,0.354,0.012
2424,C,4,938,20.29520295,42069,55,0.432,0.542,0.11
2425,D,4,939,33.7306317,42069,55,0.556,0.839,0.283
2426,E,4,940,2.555910543,42069,55,0.305,0.313,0.008
2427,F,4,941,34.68899522,42069,55,0.273,0.418,0.145
2428,G,4,942,13.20072333,42069,55,0.48,0.553,0.073
2429,H,4,943,57.32217573,42069,55,0.102,0.239,0.137
2430,A,6,936,34.98098859,42069,55,0.342,0.526,0.184
2431,B,6,937,1.465201465,42069,55,0.269,0.273,0.004
2432,C,6,938,2.546296296,42069,55,0.421,0.432,0.011
2433,D,6,939,6.487341772,42069,55,0.591,0.632,0.041
2434,E,6,940,3.597122302,42069,55,0.268,0.278,0.01
2435,F,6,941,37.34567901,42069,55,0.203,0.324,0.121
2436,H,6,943,47.32142857,42069,55,0.118,0.224,0.106
2437,A,8,Tx623,7.671232877,42069,55,0.337,0.365,0.028
2438,B,8,944,59.2476489,42069,55,0.13,0.319,0.189
2439,C,8,945,24.0063593,42069,55,0.478,0.629,0.151
2440,D,8,946,10.74074074,42069,55,0.482,0.54,0.058
2441,E,8,947,15.24663677,42069,55,0.189,0.223,0.034
2442,F,8,948,50.54095827,42069,55,0.32,0.647,0.327
2443,G,8,949,20.06079027,42069,55,0.526,0.658,0.132
2444,H,8,950,11.11111111,42069,55,0.488,0.549,0.061
2445,A,10,P721Q,64.48598131,42069,55,0.076,0.214,0.138
2446,B,10,944,47.0790378,42069,55,0.154,0.291,0.137
2447,C,10,945,4.692082111,42069,55,0.65,0.682,0.032
2448,D,10,946,8.482871126,42069,55,0.561,0.613,0.052
2449,E,10,947,8.764940239,42069,55,0.229,0.251,0.022
2450,G,10,949,3.602620087,42069,55,0.883,0.916,0.033
2451,H,10,950,10.73825503,42069,55,0.399,0.447,0.048
2452,B,12,944,49.86449864,42069,55,0.185,0.369,0.184
2453,C,12,945,14.91108071,42069,55,0.622,0.731,0.109
2454,E,12,947,15.05791506,42069,55,0.22,0.259,0.039
2455,F,12,948,7.886904762,42069,55,0.619,0.672,0.053
2456,H,12,950,38.38630807,42069,55,0.252,0.409,0.157
2457,A,2,951,6.607929515,42073,56,0.85,0.91,0.06
2458,C,2,953,12.48285322,42073,56,0.64,0.731,0.091
2459,D,2,954,10.44386423,42073,56,0.688,0.768,0.08
2460,E,2,955,1.818181818,42073,56,0.65,0.662,0.012
2461,F,2,956,2.019002375,42073,56,0.827,0.844,0.017
2462,G,2,957,13.95973154,42073,56,0.643,0.747,0.104
2463,H,2,958,9.515260323,42073,56,0.506,0.559,0.053
2464,A,4,951,10.38961039,42073,56,0.968,1.08,0.112
2465,C,4,953,7.621550591,42073,56,0.705,0.763,0.058
2466,D,4,954,14.03249631,42073,56,0.584,0.679,0.095
2467,E,4,955,7.986688852,42073,56,0.555,0.603,0.048
2468,F,4,956,20.12121212,42073,56,0.661,0.827,0.166
2469,G,4,957,18.9258312,42073,56,0.636,0.784,0.148
2470,H,4,958,14.95495495,42073,56,0.474,0.557,0.083
2471,A,6,951,7.352941176,42073,56,0.947,1.022,0.075
2472,B,6,952,7.730673317,42073,56,0.742,0.804,0.062
2473,C,6,953,9.937888199,42073,56,0.727,0.807,0.08
2474,D,6,954,6.258503401,42073,56,0.691,0.737,0.046
2475,E,6,955,4.193548387,42073,56,0.596,0.622,0.026
2476,F,6,956,7.488986784,42073,56,0.842,0.91,0.068
2477,G,6,957,13.38862559,42073,56,0.733,0.846,0.113
2478,H,6,958,5.610561056,42073,56,0.574,0.608,0.034
2479,A,8,Tx623,14.37802908,42073,56,0.532,0.621,0.089
2480,B,8,959,16.70644391,42073,56,0.351,0.421,0.07
2481,C,8,960,8.443540183,42073,56,0.902,0.985,0.083
2482,D,8,961,6.911142454,42073,56,0.662,0.711,0.049
2483,E,8,962,8.951965066,42073,56,0.419,0.46,0.041
2484,F,8,963,13.74819103,42073,56,0.598,0.693,0.095
2485,G,8,964,12.05882353,42073,56,0.899,1.022,0.123
2486,H,8,965,16.90363349,42073,56,0.528,0.635,0.107
2487,A,10,P721Q,34.66981132,42073,56,0.279,0.426,0.147
2488,B,10,959,22.11350294,42073,56,0.4,0.513,0.113
2489,C,10,960,3.355704698,42073,56,0.866,0.896,0.03
2490,E,10,962,10.94736842,42073,56,0.425,0.477,0.052
2491,F,10,963,6.017925736,42073,56,0.736,0.783,0.047
2492,G,10,964,11.01364522,42073,56,0.915,1.028,0.113
2493,H,10,965,8.011869436,42073,56,0.622,0.676,0.054
2494,B,12,959,16.90544413,42073,56,0.292,0.351,0.059
2495,C,12,960,3.891050584,42073,56,0.743,0.773,0.03
2496,D,12,961,6.674612634,42073,56,0.785,0.841,0.056
2497,E,12,962,20.43650794,42073,56,0.403,0.506,0.103
2498,F,12,963,26.41509434,42073,56,0.509,0.691,0.182
2499,G,12,964,11.18881119,42073,56,0.891,1.003,0.112
2500,H,12,965,4.079254079,42073,56,0.825,0.86,0.035
2501,C,2,968,16.56686627,42066,57,0.417,0.5,0.083
2502,D,2,969,18.34532374,42066,57,0.453,0.555,0.102
2503,F,2,971,29.04689864,42066,57,0.468,0.66,0.192
2504,G,2,972,34.95327103,42066,57,0.347,0.534,0.187
2505,H,2,973,10.12269939,42066,57,0.585,0.651,0.066
2506,B,4,967,22.58503401,42066,57,0.568,0.734,0.166
2507,C,4,968,5.329153605,42066,57,0.603,0.637,0.034
2508,D,4,969,7.117437722,42066,57,0.521,0.561,0.04
2509,E,4,970,10.24096386,42066,57,0.446,0.497,0.051
2510,F,4,971,9.276437848,42066,57,0.488,0.538,0.05
2511,G,4,972,24.34514638,42066,57,0.49,0.648,0.158
2512,H,4,973,3.467153285,42066,57,0.528,0.547,0.019
2513,A,6,966,10.44776119,42066,57,0.419,0.468,0.049
2514,B,6,967,29.19161677,42066,57,0.472,0.667,0.195
2515,C,6,968,7.034220532,42066,57,0.488,0.525,0.037
2516,F,6,971,22.17514124,42066,57,0.55,0.707,0.157
2517,G,6,972,7.128309572,42066,57,0.455,0.49,0.035
2518,H,6,973,10.94452774,42066,57,0.593,0.666,0.073
2519,A,8,Tx623,3.045685279,42066,57,0.381,0.393,0.012
2520,C,8,975,12.2965642,42066,57,0.484,0.552,0.068
2521,D,8,976,27.11571675,42066,57,0.421,0.578,0.157
2522,F,8,978,14.84918794,42066,57,0.366,0.43,0.064
2523,G,8,979,37.77173913,42066,57,0.228,0.367,0.139
2524,H,8,980,20.54380665,42066,57,0.525,0.661,0.136
2525,A,10,P721Q,42.27405248,42066,57,0.197,0.342,0.145
2526,B,10,974,6.550218341,42066,57,0.427,0.457,0.03
2527,C,10,975,10.94619666,42066,57,0.479,0.538,0.059
2528,D,10,976,30.18867925,42066,57,0.332,0.476,0.144
2529,E,10,977,9.366391185,42066,57,0.657,0.725,0.068
2530,F,10,978,19.37602627,42066,57,0.49,0.608,0.118
2531,G,10,979,32.01438849,42066,57,0.188,0.277,0.089
2532,C,12,975,21.03505843,42066,57,0.472,0.598,0.126
2533,D,12,976,25.95419847,42066,57,0.387,0.523,0.136
2534,E,12,977,10.11235955,42066,57,0.719,0.8,0.081
2535,G,12,979,17.31207289,42066,57,0.362,0.438,0.076
2536,H,12,980,9.578544061,42066,57,0.471,0.521,0.05
2537,A,2,981,45.59023066,42067,58,0.201,0.369,0.168
2538,B,2,982,2.840542285,42067,58,0.753,0.775,0.022
2539,C,2,983,15.24663677,42067,58,0.473,0.558,0.085
2540,D,2,984,34.08845739,42067,58,0.306,0.464,0.158
2541,E,2,985,10.75604053,42067,58,0.573,0.642,0.069
2542,F,2,986,32.43823845,42067,58,0.315,0.466,0.151
2543,G,2,987,60.74980872,42067,58,0.257,0.654,0.397
2544,H,2,988,11.44238517,42067,58,0.55,0.621,0.071
2545,A,4,981,40.24514811,42067,58,0.293,0.49,0.197
2546,C,4,983,1.897983393,42067,58,0.414,0.422,0.008
2547,D,4,984,31.94600675,42067,58,0.303,0.445,0.142
2548,F,4,986,27.69580023,42067,58,0.319,0.441,0.122
2549,B,6,982,27.03962704,42067,58,0.47,0.644,0.174
2550,C,6,983,29.0275762,42067,58,0.245,0.345,0.1
2551,D,6,984,22.30483271,42067,58,0.314,0.404,0.09
2552,F,6,986,29.98405104,42067,58,0.22,0.314,0.094
2553,H,6,988,6.24024961,42067,58,0.301,0.321,0.02
2554,C,8,990,29.74607013,42067,58,0.291,0.414,0.123
2555,D,8,991,19.02874133,42067,58,0.409,0.505,0.096
2556,G,8,994,5.37727667,42067,58,0.546,0.577,0.031
2557,H,8,995,2.969247084,42067,58,0.458,0.472,0.014
2558,A,10,P721Q,27.97546012,42067,58,0.294,0.408,0.114
2559,B,10,989,3.744680851,42067,58,0.566,0.588,0.022
2560,C,10,990,40.94674556,42067,58,0.25,0.423,0.173
2561,D,10,991,65.41176471,42067,58,0.221,0.638,0.417
2562,E,10,992,4.610951009,42067,58,0.497,0.521,0.024
2563,C,12,990,44.98594189,42067,58,0.294,0.534,0.24
2564,E,12,992,63.93054459,42067,58,0.229,0.634,0.405
2565,F,12,993,27.83882784,42067,58,0.296,0.41,0.114
2566,G,12,994,8.022922636,42067,58,0.482,0.524,0.042
2567,H,12,995,13.56673961,42067,58,0.198,0.229,0.031
2568,A,2,996,14.31105855,42073,59,0.724,0.845,0.121
2569,B,2,997,12.22551929,42073,59,0.739,0.842,0.103
2570,C,2,998,15.05631298,42073,59,0.716,0.843,0.127
2571,D,2,999,17.85940469,42073,59,0.648,0.789,0.141
2572,E,2,1000,7.63226366,42073,59,0.532,0.576,0.044
2573,F,2,1001,38.08574277,42073,59,0.31,0.501,0.191
2574,G,2,1002,5.521048999,42073,59,0.684,0.724,0.04
2575,H,2,1003,10.67097817,42073,59,0.552,0.618,0.066
2576,A,4,996,10.92896175,42073,59,0.733,0.823,0.09
2577,B,4,997,19.31127616,42073,59,0.597,0.74,0.143
2578,C,4,998,8.695652174,42073,59,0.808,0.885,0.077
2579,D,4,999,5.422647528,42073,59,0.889,0.94,0.051
2580,E,4,1000,12.9420617,42073,59,0.578,0.664,0.086
2581,F,4,1001,30.75453677,42073,59,0.362,0.523,0.161
2582,G,4,1002,4.386677498,42073,59,0.588,0.615,0.027
2583,H,4,1003,8.999224205,42073,59,0.586,0.644,0.058
2584,B,6,997,8.384043272,42073,59,0.677,0.739,0.062
2585,C,6,998,4.376899696,42073,59,0.786,0.822,0.036
2586,D,6,999,16.07875308,42073,59,0.511,0.609,0.098
2587,E,6,1000,12.49070632,42073,59,0.588,0.672,0.084
2588,F,6,1001,27.78257118,42073,59,0.418,0.579,0.161
2589,A,8,Tx623,4.904632153,42073,59,0.523,0.55,0.027
2590,B,8,1004,6.373292868,42073,59,0.925,0.988,0.063
2591,C,8,1005,13.58096344,42073,59,0.744,0.861,0.117
2592,D,8,1006,12.04977079,42073,59,0.671,0.763,0.092
2593,E,8,1007,12.35485369,42073,59,0.943,1.076,0.133
2594,F,8,1008,31.18766999,42073,59,0.379,0.551,0.172
2595,G,8,1009,7.671232877,42073,59,0.842,0.912,0.07
2596,H,8,1010,9.966777409,42073,59,0.677,0.752,0.075
2597,A,10,P721Q,29.38475666,42073,59,0.384,0.544,0.16
2598,B,10,1004,24.34473567,42073,59,0.851,1.125,0.274
2599,C,10,1005,48.71670702,42073,59,0.529,1.032,0.503
2600,D,10,1006,10.99697885,42073,59,0.736,0.827,0.091
2601,E,10,1007,7.175257732,42073,59,1.125,1.212,0.087
2602,F,10,1008,29.31188561,42073,59,0.395,0.559,0.164
2603,G,10,1009,8.195788275,42073,59,0.806,0.878,0.072
2604,H,10,1010,25.8419244,42073,59,0.539,0.727,0.188
2605,B,12,1004,6.580976864,42073,59,0.908,0.972,0.064
2606,C,12,1005,7.39056282,42073,59,0.814,0.879,0.065
2607,D,12,1006,12.13367609,42073,59,0.854,0.972,0.118
2608,E,12,1007,8.148483477,42073,59,1.014,1.104,0.09
2609,F,12,1008,31.36150235,42073,59,0.365,0.532,0.167
2610,G,12,1009,13.54110693,42073,59,0.804,0.93,0.126
2611,H,12,1010,10.45836023,42073,59,0.693,0.774,0.081
2612,A,2,1011,8.419689119,42074,60,0.708,0.773,0.065
2613,B,2,1012,6.900328587,42074,60,0.851,0.914,0.063
2614,C,2,1013,14.95016611,42074,60,0.769,0.904,0.135
2615,D,2,1014,14.39466158,42074,60,0.899,1.05,0.151
2616,E,2,1015,8.080808081,42074,60,0.911,0.991,0.08
2617,F,2,1016,10.74035454,42074,60,0.857,0.96,0.103
2618,G,2,1017,13.85281385,42074,60,0.797,0.925,0.128
2619,B,4,1012,1.422319475,42074,60,0.902,0.915,0.013
2620,C,4,1013,4.820512821,42074,60,0.929,0.976,0.047
2621,D,4,1014,7.328072153,42074,60,0.823,0.888,0.065
2622,E,4,1015,0.297914598,42074,60,1.005,1.008,0.003
2623,F,4,1016,5.860465116,42074,60,1.013,1.076,0.063
2624,G,4,1017,3.93442623,42074,60,0.88,0.916,0.036
2625,H,4,1018,4.134078212,42074,60,0.859,0.896,0.037
2626,B,6,1012,4.934210526,42074,60,0.868,0.913,0.045
2627,C,6,1013,9.595959596,42074,60,0.896,0.991,0.095
2628,D,6,1014,7.425742574,42074,60,0.936,1.011,0.075
2629,E,6,1015,0.909090909,42074,60,0.982,0.991,0.009
2630,F,6,1016,10.63414634,42074,60,0.917,1.026,0.109
2631,G,6,1017,5.665024631,42074,60,0.767,0.813,0.046
2632,H,6,1018,3.919239905,42074,60,0.81,0.843,0.033
2633,A,8,Tx623,6.52173913,42074,60,0.517,0.553,0.036
2634,D,8,1021,0.5,42074,60,0.598,0.601,0.003
2635,F,8,1023,17.21014493,42074,60,0.458,0.553,0.095
2636,G,8,1024,2.673267327,42074,60,0.984,1.011,0.027
2637,A,10,P721Q,27.27272727,42074,60,0.401,0.551,0.15
2638,B,10,1019,11.12132353,42074,60,0.968,1.089,0.121
2639,D,10,1021,3.70994941,42074,60,0.572,0.594,0.022
2640,F,10,1023,16.58767773,42074,60,0.529,0.634,0.105
2641,B,12,1019,13.15538608,42074,60,0.912,1.05,0.138
2642,D,12,1021,12.0661157,42074,60,0.533,0.606,0.073
2643,E,12,1022,10.01984127,42074,60,0.908,1.009,0.101
2644,F,12,1023,26.9121813,42074,60,0.517,0.707,0.19
2645,A,2,1026,7.416719045,42074,61,0.739,0.798,0.059
2646,B,2,1027,7.207207207,42074,61,0.775,0.835,0.06
2647,D,2,1029,5.070422535,42074,61,0.845,0.89,0.045
2648,E,2,1030,18.24381927,42074,61,0.482,0.589,0.107
2649,F,2,1031,7.674943567,42074,61,1.025,1.11,0.085
2650,G,2,1032,13.49003577,42074,61,0.849,0.981,0.132
2651,H,2,1033,8.148677627,42074,61,0.645,0.702,0.057
2652,A,4,1026,9.888169511,42074,61,0.768,0.852,0.084
2653,B,4,1027,8.75824835,42074,61,0.763,0.836,0.073
2654,C,4,1028,2.867383513,42074,61,0.951,0.979,0.028
2655,D,4,1029,11.02644554,42074,61,0.995,1.118,0.123
2656,E,4,1030,30.39851715,42074,61,0.378,0.542,0.164
2657,F,4,1031,3.064182195,42074,61,1.173,1.21,0.037
2658,G,4,1032,15.88481189,42074,61,0.908,1.079,0.171
2659,H,4,1033,13.04608019,42074,61,0.729,0.838,0.109
2660,A,6,1026,14.03991741,42074,61,0.627,0.729,0.102
2661,B,6,1027,17.87287602,42074,61,0.655,0.797,0.142
2662,C,6,1028,5.632360471,42074,61,0.924,0.979,0.055
2663,D,6,1029,6.397774687,42074,61,1.012,1.081,0.069
2664,E,6,1030,17.69516729,42074,61,0.556,0.675,0.119
2665,F,6,1031,4.554697031,42074,61,1.176,1.232,0.056
2666,G,6,1032,12.88827075,42074,61,0.942,1.081,0.139
2667,H,6,1033,8.896210873,42074,61,0.832,0.913,0.081
2668,A,8,Tx623,2.96784831,42074,61,0.591,0.609,0.018
2669,B,8,1034,28.77192982,42074,61,0.713,1,0.287
2670,D,8,1036,5.848563969,42074,61,0.904,0.96,0.056
2671,E,8,1037,34.7826087,42074,61,0.34,0.52,0.18
2672,A,10,P721Q,24.62633452,42074,61,0.532,0.705,0.173
2673,B,10,1034,49.64479733,42074,61,0.605,1.199,0.594
2674,C,10,1035,16.70886076,42074,61,0.825,0.99,0.165
2675,D,10,1036,16.587473,42074,61,0.968,1.16,0.192
2676,E,10,1037,37.60848602,42074,61,0.326,0.521,0.195
2677,H,10,1040,20.01163467,42074,61,0.69,0.862,0.172
2678,B,12,1034,21.12240389,42074,61,0.895,1.134,0.239
2679,D,12,1036,9.030544489,42074,61,1.03,1.132,0.102
2680,E,12,1037,42.4291498,42074,61,0.358,0.62,0.262
2681,G,12,1039,1.115760112,42074,61,1.066,1.078,0.012
2682,A,2,1041,8.450704225,42075,62,0.455,0.497,0.042
2683,B,2,1042,24.00530504,42075,62,0.573,0.754,0.181
2684,C,2,1043,14.33224756,42075,62,0.789,0.921,0.132
2685,D,2,1044,24.81343284,42075,62,0.403,0.536,0.133
2686,E,2,1045,22.32704403,42075,62,0.494,0.636,0.142
2687,G,2,1047,17.61710794,42075,62,0.809,0.982,0.173
2688,H,2,1048,8.035714286,42075,62,0.721,0.784,0.063
2689,A,4,1041,20.77625571,42075,62,0.347,0.438,0.091
2690,B,4,1042,8.246073298,42075,62,0.701,0.764,0.063
2691,C,4,1043,4.747162023,42075,62,0.923,0.969,0.046
2692,D,4,1044,23.41269841,42075,62,0.386,0.504,0.118
2693,E,4,1045,14.46153846,42075,62,0.556,0.65,0.094
2694,F,4,1046,4.453049371,42075,62,0.987,1.033,0.046
2695,G,4,1047,9.900090827,42075,62,0.992,1.101,0.109
2696,H,4,1048,16.87344913,42075,62,0.67,0.806,0.136
2697,A,6,1041,9.601449275,42075,62,0.499,0.552,0.053
2698,B,6,1042,17.59133965,42075,62,0.609,0.739,0.13
2699,C,6,1043,5.362776025,42075,62,0.9,0.951,0.051
2700,D,6,1044,19.42959002,42075,62,0.452,0.561,0.109
2701,E,6,1045,4.209183673,42075,62,0.751,0.784,0.033
2702,F,6,1046,4.545454545,42075,62,1.092,1.144,0.052
2703,G,6,1047,8.845437616,42075,62,0.979,1.074,0.095
2704,H,6,1048,6.471306471,42075,62,0.766,0.819,0.053
2705,A,8,Tx623,12.93260474,42075,62,0.478,0.549,0.071
2706,B,8,1049,9.338061466,42075,62,0.767,0.846,0.079
2707,C,8,1050,19.62421712,42075,62,0.385,0.479,0.094
2708,D,8,1051,7.720144753,42075,62,0.765,0.829,0.064
2709,E,8,1052,36.33633634,42075,62,0.424,0.666,0.242
2710,F,8,1053,26.93997072,42075,62,0.499,0.683,0.184
2711,G,8,1054,16.10576923,42075,62,0.698,0.832,0.134
2712,H,8,1055,10.72164948,42075,62,0.866,0.97,0.104
2713,A,10,P721Q,37.74928775,42075,62,0.437,0.702,0.265
2714,B,10,1049,5.620608899,42075,62,0.806,0.854,0.048
2715,C,10,1050,9.328968903,42075,62,0.554,0.611,0.057
2716,D,10,1051,3.295571576,42075,62,0.939,0.971,0.032
2717,E,10,1052,37.84219002,42075,62,0.386,0.621,0.235
2718,F,10,1053,20.88607595,42075,62,0.625,0.79,0.165
2719,G,10,1054,16.39549437,42075,62,0.668,0.799,0.131
2720,H,10,1055,10.01042753,42075,62,0.863,0.959,0.096
2721,B,12,1049,13.08900524,42075,62,0.83,0.955,0.125
2722,C,12,1050,6.263048017,42075,62,0.449,0.479,0.03
2723,D,12,1051,9.049773756,42075,62,0.804,0.884,0.08
2724,E,12,1052,39.22155689,42075,62,0.406,0.668,0.262
2725,F,12,1053,22.54259502,42075,62,0.591,0.763,0.172
2726,G,12,1054,17.58389262,42075,62,0.614,0.745,0.131
2727,H,12,1055,5.530973451,42075,62,0.854,0.904,0.05
2728,A,2,1056,9.756097561,42075,63,0.667,0.739,0.072
2729,B,2,1057,10.96634093,42075,63,0.821,0.922,0.101
2730,C,2,1058,39.51367781,42075,63,0.2,0.33,0.13
2731,D,2,1059,28.59848485,42075,63,0.378,0.529,0.151
2732,E,2,1060,6.02006689,42075,63,0.844,0.898,0.054
2733,F,2,1061,23.75,42075,63,0.489,0.641,0.152
2734,G,2,1,5.263157895,42075,63,0.505,0.533,0.028
2735,H,2,2,17.69547325,42075,63,0.401,0.487,0.086
2736,A,4,1056,22.22222222,42075,63,0.526,0.676,0.15
2737,B,4,1057,10.26490066,42075,63,0.814,0.907,0.093
2738,D,4,1059,25,42075,63,0.382,0.509,0.127
2739,F,4,1061,7.630522088,42075,63,0.921,0.997,0.076
2740,G,4,1,3.455284553,42075,63,0.476,0.493,0.017
2741,H,4,2,11.20689655,42075,63,0.516,0.581,0.065
2742,A,6,1056,2.506963788,42075,63,0.701,0.719,0.018
2743,B,6,1057,12.25658648,42075,63,0.767,0.874,0.107
